# time [pico sec]
1000.000000
# dry density [g/cm^3], porosity [%]
1.608733 34.816327
#Xa[1:2]
0.000000e+00 0.000000e+00
#Wd[1:4]
7.0000000000000000e+01 7.0000000000000000e+01 0.0000000000000000e+00 0.0000000000000000e+00 
#np
3194
# irev[1:2] x1   x2    v1   v2
0 0 2.4062179981343572e+01 1.6115926275186123e+01 6.9995396287232323e-02 -4.4955718366395739e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3715102623028294e+01 1.7059735568842370e+01 4.1752711514997792e-03 -5.3825585984869161e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3591197715660623e+01 1.8057577336175896e+01 -6.6724202184374873e-02 -4.5715463890977075e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3619531215793241e+01 1.9058341155429591e+01 7.0132720598889683e-02 -1.9782199293686391e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3698521903904584e+01 2.0055437112821753e+01 -2.7588938419304893e-02 -2.9140494526900152e-04 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3851037561040219e+01 2.1046150612218550e+01 7.5028045605414109e-02 1.8856460535392180e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3796716817136272e+01 2.2051537103378028e+01 -7.9940816846740953e-02 1.0759534120422114e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3530717798668103e+01 2.3018410228837247e+01 2.7585313502208903e-02 2.4452804493654084e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.3157392785174597e+01 2.3945732531861019e+01 -4.4947623366038199e-02 -1.5783185520090514e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.2792240210796294e+01 2.4876235321135546e+01 -8.0759147661724540e-02 -4.0419944595035028e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.2348650210491172e+01 2.5773788254979287e+01 6.7350059965245136e-03 -2.9216990437231430e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1959536736550035e+01 2.6693205220453681e+01 4.6396529522300813e-02 5.0126121703269024e-03 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1521708811108425e+01 2.7596195204387062e+01 -1.2559171500384639e-02 -4.5688313469495437e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1323350515211075e+01 2.8586024735938569e+01 -3.9753065222261977e-02 -8.0177481912983017e-03 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1341240932195781e+01 2.9586745979986009e+01 -1.2374765008069787e-03 -2.1684809702969456e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1426646551776237e+01 3.0584401524359954e+01 -3.0942146064110682e-02 2.2379830332203084e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1395331940205160e+01 3.1584764135355421e+01 8.6427653283773026e-02 1.5865091853778438e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1326860513318241e+01 3.2582275745442296e+01 6.9510861435963703e-02 5.0092640693386932e-02 1.5000000000000000e+00 1.5000000000000000e+00
0 0 2.1353467827359129e+01 3.3583535707364859e+01 -5.9916658162242294e-02 5.0615720134968976e-02 1.5000000000000000e+00 1.5000000000000000e+00
