# basal spacing [nm], hydration energy
201
1.4891678503451278, 0.7302330835266444
1.4921106040078802, 0.7121501086126848
1.4950533576706326, 0.6940519057607283
1.497996111333385, 0.675699698147265
1.5009388649961375, 0.6570211003233853
1.5038816186588901, 0.6380199530702977
1.5068243723216426, 0.6186970806148729
1.509767125984395, 0.5990527044003432
1.5127098796471474, 0.5790870435115734
1.5156526333098999, 0.5588003147215486
1.5185953869726525, 0.5381927325365561
1.5215381406354052, 0.5172671394863226
1.5244808942981576, 0.4956981510651321
1.52742364796091, 0.4729891334629405
1.5303664016236624, 0.4491412852795816
1.5333091552864149, 0.42415578713633406
1.5362519089491675, 0.3980336139563053
1.53919466261192, 0.3707758373831805
1.5421374162746724, 0.3423835707335927
1.5450801699374248, 0.31278959723289085
1.5480229236001772, 0.28191478304680057
1.5509656772629299, 0.24976264134232207
1.5539084309256825, 0.2163352589508628
1.556851184588435, 0.18163400079913594
1.5597939382511874, 0.14566021061412462
1.5627366919139398, 0.1092158662630768
1.5656794455766923, 0.07279139913883617
1.568622199239445, 0.036386280778635455
